price,date,exchange,source
2718.73000000,2021-05-21 08:52:00,Binance,API
2726.09000000,2021-05-21 08:53:00,Binance,API
2733.73000000,2021-05-21 08:54:00,Binance,API
2768.84000000,2021-05-21 08:55:00,Binance,API
2764.13000000,2021-05-21 08:56:00,Binance,API
2770.13000000,2021-05-21 08:57:00,Binance,API
2754.78000000,2021-05-21 08:58:00,Binance,API
2765.01000000,2021-05-21 08:59:00,Binance,API
2751.78000000,2021-05-21 09:00:00,Binance,API
2743.95000000,2021-05-21 09:01:00,Binance,API
2740.06000000,2021-05-21 09:02:00,Binance,API
2744.91000000,2021-05-21 09:03:00,Binance,API
2756.56000000,2021-05-21 09:04:00,Binance,API
2750.39000000,2021-05-21 09:05:00,Binance,API
2745.68000000,2021-05-21 09:06:00,Binance,API
2758.46000000,2021-05-21 09:07:00,Binance,API
2767.00000000,2021-05-21 09:08:00,Binance,API
2767.19000000,2021-05-21 09:09:00,Binance,API
2755.64000000,2021-05-21 09:10:00,Binance,API
2745.88000000,2021-05-21 09:11:00,Binance,API
2743.15000000,2021-05-21 09:12:00,Binance,API
2736.23000000,2021-05-21 09:13:00,Binance,API
2734.43000000,2021-05-21 09:14:00,Binance,API
2728.44000000,2021-05-21 09:15:00,Binance,API
2724.54000000,2021-05-21 09:16:00,Binance,API
2724.11000000,2021-05-21 09:17:00,Binance,API
2731.12000000,2021-05-21 09:18:00,Binance,API
2738.53000000,2021-05-21 09:19:00,Binance,API
2728.33000000,2021-05-21 09:20:00,Binance,API
2725.95000000,2021-05-21 09:21:00,Binance,API
2729.67000000,2021-05-21 09:22:00,Binance,API
2731.34000000,2021-05-21 09:23:00,Binance,API
2720.03000000,2021-05-21 09:24:00,Binance,API
2708.84000000,2021-05-21 09:25:00,Binance,API
2707.53000000,2021-05-21 09:26:00,Binance,API
2694.69000000,2021-05-21 09:27:00,Binance,API
2698.80000000,2021-05-21 09:28:00,Binance,API
2694.74000000,2021-05-21 09:29:00,Binance,API
2704.29000000,2021-05-21 09:30:00,Binance,API
2709.71000000,2021-05-21 09:31:00,Binance,API
2708.73000000,2021-05-21 09:32:00,Binance,API
2712.78000000,2021-05-21 09:33:00,Binance,API
2711.73000000,2021-05-21 09:34:00,Binance,API
2696.52000000,2021-05-21 09:35:00,Binance,API
2688.84000000,2021-05-21 09:36:00,Binance,API
2701.75000000,2021-05-21 09:37:00,Binance,API
2690.94000000,2021-05-21 09:38:00,Binance,API
